date,clawhub_cumulative_skills_published,clawhub_total_skills_snapshot,clawhub_total_installs_alltime_snapshot,clawhub_total_downloads_alltime_snapshot,evomap_total_nodes,evomap_total_assets,evomap_promoted_assets,moltbook_human_verified,moltbook_total_registered,olas_gnosis_daily_active_agents,olas_mode_daily_active_agents,olas_total_daily_active_agents,langgraph_pypi_downloads,langgraph_github_stars_cumulative,crewai_pypi_downloads,crewai_github_stars_cumulative,agent_framework_pypi_downloads,agent_framework_github_stars_cumulative,n8n_npm_downloads,n8n_github_stars_cumulative,smithery_total_servers,robinhood_chain_transactions_count,robinhood_chain_total_addresses,robinhood_chain_total_transactions,robinhood_chain_total_blocks
2025-09-27,,,,,,,,,,378,3,381,,,,,,,,,,,,,
2025-09-28,,,,,,,,,,421,10,431,,,,,,,,,,,,,
2025-09-29,,,,,,,,,,435,7,442,,,,,,,,,,,,,
2025-09-30,,,,,,,,,,438,6,444,,,,,,,,,,,,,
2025-10-01,,,,,,,,,,434,10,444,,,,,,,,,,,,,
2025-10-02,,,,,,,,,,441,11,452,,,,,,,,,,,,,
2025-10-03,,,,,,,,,,566,7,573,,,,,,,,,,,,,
2025-10-04,,,,,,,,,,411,4,415,,,,,,,,,,,,,
2025-10-05,,,,,,,,,,386,3,389,,,,,,,,,,,,,
2025-10-06,,,,,,,,,,447,3,450,,,,,,,,,,,,,
2025-10-07,,,,,,,,,,454,2,456,,,,,,,,,,,,,
2025-10-08,,,,,,,,,,481,1,482,,,,,,,,,,,,,
2025-10-09,,,,,,,,,,274,3,277,,,,,,,,,,,,,
2025-10-10,,,,,,,,,,445,5,450,,,,,,,,,,,,,
2025-10-11,,,,,,,,,,401,1,402,,,,,,,,,,,,,
2025-10-12,,,,,,,,,,422,3,425,,,,,,,,,,,,,
2025-10-13,,,,,,,,,,431,4,435,,,,,,,,,,,,,
2025-10-14,,,,,,,,,,444,1,445,,,,,,,,,,,,,
2025-10-15,,,,,,,,,,273,1,274,,,,,,,,,,,,,
2025-10-16,,,,,,,,,,282,2,284,,,,,,,,,,,,,
2025-10-17,,,,,,,,,,264,0,264,,,,,,,,,,,,,
2025-10-18,,,,,,,,,,247,2,249,,,,,,,,,,,,,
2025-10-19,,,,,,,,,,248,2,250,,,,,,,,,,,,,
2025-10-20,,,,,,,,,,452,0,452,,,,,,,,,,,,,
2025-10-21,,,,,,,,,,457,1,458,,,,,,,,,,,,,
2025-10-22,,,,,,,,,,370,3,373,,,,,,,,,,,,,
2025-10-23,,,,,,,,,,453,2,455,,,,,,,,,,,,,
2025-10-24,,,,,,,,,,451,0,451,,,,,,,,,,,,,
2025-10-25,,,,,,,,,,435,2,437,,,,,,,,,,,,,
2025-10-26,,,,,,,,,,438,2,440,,,,,,,,,,,,,
2025-10-27,,,,,,,,,,456,3,459,,,,,,,,,,,,,
2025-10-28,,,,,,,,,,470,2,472,,,,,,,,,,,,,
2025-10-29,,,,,,,,,,474,2,476,,,,,,,,,,,,,
2025-10-30,,,,,,,,,,465,0,465,,,,,,,,,,,,,
2025-10-31,,,,,,,,,,409,2,411,,,,,,,,,,,,,
2025-11-01,,,,,,,,,,468,1,469,,,,,,,,,,,,,
2025-11-02,,,,,,,,,,266,1,267,,,,,,,,,,,,,
2025-11-03,,,,,,,,,,303,2,305,,,,,,,,,,,,,
2025-11-04,,,,,,,,,,295,0,295,,,,,,,,,,,,,
2025-11-05,,,,,,,,,,448,1,449,,,,,,,,,,,,,
2025-11-06,,,,,,,,,,483,1,484,,,,,,,,,,,,,
2025-11-07,,,,,,,,,,485,1,486,,,,,,,,,,,,,
2025-11-08,,,,,,,,,,467,0,467,,,,,,,,,,,,,
2025-11-09,,,,,,,,,,463,1,464,,,,,,,,,,,,,
2025-11-10,,,,,,,,,,487,0,487,,,,,,,,,,,,,
2025-11-11,,,,,,,,,,457,0,457,,,,,,,,,,,,,
2025-11-12,,,,,,,,,,324,0,324,,,,,,,,,,,,,
2025-11-13,,,,,,,,,,391,0,391,,,,,,,,,,,,,
2025-11-14,,,,,,,,,,393,0,393,,,,,,,,,,,,,
2025-11-15,,,,,,,,,,365,1,366,,,,,,,,,,,,,
2025-11-16,,,,,,,,,,358,0,358,,,,,,,,,,,,,
2025-11-17,,,,,,,,,,476,0,476,,,,,,,,,,,,,
2025-11-18,,,,,,,,,,492,0,492,,,,,,,,,,,,,
2025-11-19,,,,,,,,,,479,0,479,,,,,,,,,,,,,
2025-11-20,,,,,,,,,,468,0,468,,,,,,,,,,,,,
2025-11-21,,,,,,,,,,478,0,478,,,,,,,,,,,,,
2025-11-22,,,,,,,,,,454,0,454,,,,,,,,,,,,,
2025-11-23,,,,,,,,,,426,0,426,,,,,,,,,,,,,
2025-11-24,,,,,,,,,,434,0,434,,,,,,,,,,,,,
2025-11-25,,,,,,,,,,427,0,427,,,,,,,,,,,,,
2025-11-26,,,,,,,,,,422,0,422,,,,,,,,,,,,,
2025-11-27,,,,,,,,,,412,0,412,,,,,,,,,,,,,
2025-11-28,,,,,,,,,,395,0,395,,,,,,,,,,,,,
2025-11-29,,,,,,,,,,344,0,344,,,,,,,,,,,,,
2025-11-30,,,,,,,,,,348,1,349,,,,,,,,,,,,,
2025-12-01,,,,,,,,,,482,0,482,,,,,,,,,,,,,
2025-12-02,,,,,,,,,,294,0,294,,,,,,,,,,,,,
2025-12-03,,,,,,,,,,310,0,310,,,,,,,,,,,,,
2025-12-04,,,,,,,,,,474,0,474,,,,,,,,,,,,,
2025-12-05,,,,,,,,,,451,1,452,,,,,,,,,,,,,
2025-12-06,,,,,,,,,,464,0,464,,,,,,,,,,,,,
2025-12-07,,,,,,,,,,456,0,456,,,,,,,,,,,,,
2025-12-08,,,,,,,,,,513,0,513,,,,,,,,,,,,,
2025-12-09,,,,,,,,,,511,0,511,,,,,,,,,,,,,
2025-12-10,,,,,,,,,,530,0,530,,,,,,,,,,,,,
2025-12-11,,,,,,,,,,444,0,444,,,,,,,,,,,,,
2025-12-12,,,,,,,,,,437,0,437,,,,,,,,,,,,,
2025-12-13,,,,,,,,,,487,0,487,,,,,,,,,,,,,
2025-12-14,,,,,,,,,,423,0,423,,,,,,,,,,,,,
2025-12-15,,,,,,,,,,433,0,433,,,,,,,,,,,,,
2025-12-16,,,,,,,,,,536,0,536,,,,,,,,,,,,,
2025-12-17,,,,,,,,,,538,0,538,,,,,,,,,,,,,
2025-12-18,,,,,,,,,,529,1,530,,,,,,,,,,,,,
2025-12-19,,,,,,,,,,533,0,533,,,,,,,,,,,,,
2025-12-20,,,,,,,,,,500,0,500,,,,,,,,,,,,,
2025-12-21,,,,,,,,,,489,0,489,,,,,,,,,,,,,
2025-12-22,,,,,,,,,,523,0,523,,,,,,,,,,,,,
2025-12-23,,,,,,,,,,498,0,498,,,,,,,,,,,,,
2025-12-24,,,,,,,,,,497,0,497,,,,,,,,,,,,,
2025-12-25,,,,,,,,,,444,0,444,,,,,,,,,,,,,
2025-12-26,,,,,,,,,,426,0,426,,,,,,,,,,,,,
2025-12-27,,,,,,,,,,482,0,482,,,,,,,,,,,,,
2025-12-28,,,,,,,,,,500,0,500,,,,,,,,,,,,,
2025-12-29,,,,,,,,,,513,0,513,,,,,,,,,,,,,
2025-12-30,,,,,,,,,,487,0,487,,,,,,,,,,,,,
2025-12-31,,,,,,,,,,496,0,496,,,,,,,,,,,,,
2026-01-01,1318,,,,,,,,,471,0,471,,,,,,,,,,,,,
2026-01-02,1318,,,,,,,,,465,0,465,,,,,,,,,,,,,
2026-01-03,1318,,,,,,,,,447,0,447,,,,,,,,,,,,,
2026-01-04,1318,,,,,,,,,416,0,416,,,,,,,,,,,,,
2026-01-05,1318,,,,,,,,,401,0,401,,,,,,,,,,,,,
2026-01-06,1318,,,,,,,,,373,0,373,,,,,,,,,,,,,
2026-01-07,1318,,,,,,,,,369,0,369,,,,,,,,,,,,,
2026-01-08,1318,,,,,,,,,369,0,369,,,,,,,,,,,,,
2026-01-09,1318,,,,,,,,,364,0,364,,,,,,,,,,,,,
2026-01-10,1318,,,,,,,,,352,0,352,,,,,,,,,,,,,
2026-01-11,1318,,,,,,,,,340,0,340,,,,,,,,,,,,,
2026-01-12,1318,,,,,,,,,361,0,361,,,,,,,,,,,,,
2026-01-13,1318,,,,,,,,,361,0,361,,,,,,,,,,,,,
2026-01-14,1318,,,,,,,,,358,0,358,,,,,,,,,,,,,
2026-01-15,1318,,,,,,,,,515,0,515,,,,,,,,,,,,,
2026-01-16,1318,,,,,,,,,353,0,353,,,,,,,,,,,,,
2026-01-17,1318,,,,,,,,,335,0,335,,,,,,,,,,,,,
2026-01-18,1318,,,,,,,,,335,0,335,,,,,,,,,,,,,
2026-01-19,1318,,,,,,,,,362,0,362,,,,,,,,,,,,,
2026-01-20,1318,,,,,,,,,541,0,541,,,,,,,,,,,,,
2026-01-21,1318,,,,,,,,,368,0,368,,,,,,,,,,,,,
2026-01-22,1318,,,,,,,,,352,0,352,,,,,,,,,,,,,
2026-01-23,1318,,,,,,,,,348,0,348,,,,,,,,,,,,,
2026-01-24,1318,,,,,,,,,339,0,339,,,,,,,,,,,,,
2026-01-25,1318,,,,,,,,,331,0,331,,,,,,,,,,,,,
2026-01-26,1318,,,,,,,,,357,0,357,,,,,,,,,,,,,
2026-01-27,1318,,,,,,,,,359,0,359,,,,,,,,,,,,,
2026-01-28,1318,,,,,,,,,365,0,365,,,,,,,,,,,,,
2026-01-29,1318,,,,,,,,,366,0,366,,,,,,,,,,,,,
2026-01-30,1318,,,,,,,,,360,0,360,,,,,,,,,,,,,
2026-01-31,1318,,,,,,,,,344,0,344,,,,,,,,,,,,,
2026-02-01,12300,,,,,,,,,342,0,342,,,,,,,,,,,,,
2026-02-02,12300,,,,,,,,,357,0,357,,,,,,,,,,,,,
2026-02-03,12300,,,,,,,,,349,1,350,,,,,,,,,,,,,
2026-02-04,12300,,,,,,,,,364,0,364,,,,,,,,,,,,,
2026-02-05,12300,,,,,,,,,359,1,360,,,,,,,,,,,,,
2026-02-06,12300,,,,,,,,,360,0,360,,,,,,,,,,,,,
2026-02-07,12300,,,,,,,,,347,0,347,,,,,,,,,,,,,
2026-02-08,12300,,,,,,,,,263,0,263,,,,,,,,,,,,,
2026-02-09,12300,,,,,,,,,353,0,353,,,,,,,,,,,,,
2026-02-10,12300,,,,,,,,,345,0,345,,,,,,,,,,,,,
2026-02-11,12300,,,,,,,,,340,0,340,,,,,,,,,,,,,
2026-02-12,12300,,,,,,,,,275,0,275,,,,,,,,,,,,,
2026-02-13,12300,,,,,,,,,352,0,352,,,,,,,,,,,,,
2026-02-14,12300,,,,,,,,,328,0,328,,,,,,,,,,,,,
2026-02-15,12300,,,,,,,,,241,0,241,,,,,,,,,,,,,
2026-02-16,12300,,,,,,,,,328,0,328,,,,,,,,,,,,,
2026-02-17,12300,,,,,,,,,339,1,340,1289118,,188262,,11844,,,,,,,,
2026-02-18,12300,,,,,,,,,357,0,357,1361198,,192490,,13288,,,,,,,,
2026-02-19,12300,,,,,,,,,353,0,353,1422699,,193645,,13818,,,,,,,,
2026-02-20,12300,,,,,,,,,357,1,358,1347211,,103804,,11644,,,,,,,,
2026-02-21,12300,,,,,,,,,345,1,346,827530,,86512,,5043,,,,,,,,
2026-02-22,12300,,,,,,,,,262,2,264,840070,,82035,,4613,,,,,,,,
2026-02-23,12300,,,,,,,,,358,1,359,1446190,,130528,,16110,,,,,,,,
2026-02-24,12300,,,,,,,,,359,0,359,1575846,,127211,,15318,,,,,,,,
2026-02-25,12300,,,,,,,,,366,8,374,1634042,,120856,,14779,,,,,,,,
2026-02-26,12300,,,,,,,,,371,10,381,1587436,,116587,,14156,,,,,,,,
2026-02-27,12300,,,,,,,,,454,20,474,1421807,,228592,,10149,,,,,,,,
2026-02-28,12300,,,,,,,,,435,20,455,846507,,204029,,5527,,,,,,,,
2026-03-01,38108,,,,,,,,,421,20,441,859070,,218700,,5731,,,,,,,,
2026-03-02,38108,,,,,,,,,355,20,375,1512467,,245175,,10669,,,,,,,,
2026-03-03,38108,,,,,,,,,400,20,420,1617543,,249974,,13542,,,,,,,,
2026-03-04,38108,,,,,,,,,378,20,398,1545673,,260864,,12561,,,,,,,,
2026-03-05,38108,,,,,,,,,405,20,425,1558263,,243454,,18848,,,,,,,,
2026-03-06,38108,,,,,,,,,448,20,468,1502117,,245664,,15371,,,,,,,,
2026-03-07,38108,,,,,,,,,431,20,451,868528,,206669,,5381,,,,,,,,
2026-03-08,38108,,,,,,,,,529,20,549,809944,,179504,,6725,,,,,,,,
2026-03-09,38108,,,,,,,,,464,20,484,1530661,,227710,,13749,,,,,,,,
2026-03-10,38108,,,,,,,,,552,0,552,1718180,,219457,,16322,,,,,,,,
2026-03-11,38108,,,,,,,,,547,0,547,1712751,,225980,,16622,,,,,,,,
2026-03-12,38108,,,,,,,,,483,20,503,1705457,,223110,,15354,,,,,,,,
2026-03-13,38108,,,,,,,,,562,20,582,1558550,,218035,,11798,,,,,,,,
2026-03-14,38108,,,,,,,,,462,20,482,821033,,172832,,4296,,,,,,,,
2026-03-15,38108,,,,,,,,,560,20,580,794969,,163887,,4674,,,,,,,,
2026-03-16,38108,,,,,,,,,490,20,510,1630572,,226627,,13668,,,,,,,,
2026-03-17,38108,,,,,,,,,567,20,587,1716050,,228098,,16866,,,,,,,,
2026-03-18,38108,,,,,,,,,473,20,493,1710205,,219787,,27406,,,,,,,,
2026-03-19,38108,,,,,,,,,476,0,476,1670485,,209771,,14488,,,,,,,,
2026-03-20,38108,,,,,,,,,488,20,508,1473180,,218339,,30471,,,,,,,,
2026-03-21,38108,,,,,,,,,586,20,606,792181,,174372,,9385,,,,,,,,
2026-03-22,38108,,,,,,,,,501,20,521,812371,,159584,,6063,,,,,,,,
2026-03-23,38108,,,,,,,,,605,20,625,1617806,,203224,,16028,,,,,,,,
2026-03-24,38108,,,,,,,,,518,20,538,1674973,,273616,,20708,,,,,,,,
2026-03-25,38108,,,,,,,,,580,20,600,1629134,,203297,,16528,,,,,,,,
2026-03-26,38108,,,,,,,,,528,20,548,1663216,,240626,,14372,,,,,,,,
2026-03-27,38108,,,,,,,,,631,20,651,1495333,,209101,,15824,,,,,,,,
2026-03-28,38108,,,,,,,,,547,20,567,786986,,156892,,3761,,,,,,,,
2026-03-29,38108,,,,,,,,,612,20,632,793864,,148445,,4207,,,,,,,,
2026-03-30,38108,,,,,,,,,512,20,532,1652706,,221231,,19063,,,,,,,,
2026-03-31,38108,,,,,,,,,551,20,571,1741422,,203651,,15678,,,,,,,,
2026-04-01,52788,,,,,,,,,489,20,509,1748038,,211137,,16971,,,,,,,,
2026-04-02,52788,,,,,,,,,407,20,427,1737549,,239809,,17515,,,,,,,,
2026-04-03,52788,,,,,,,,,389,20,409,1377623,,188726,,9038,,,,,,,,
2026-04-04,52788,,,,,,,,,422,20,442,818236,,150556,,5076,,,,,,,,
2026-04-05,52788,,,,,,,,,432,20,452,778354,,163795,,5147,,,,,,,,
2026-04-06,52788,,,,,,,,,535,20,555,1457685,,192311,,10004,,,,,,,,
2026-04-07,52788,,,,,,,,,459,20,479,1786090,,210254,,13034,,,,,,,,
2026-04-08,52788,,,,,,,,,543,20,563,1830895,,222626,,13241,,,,,,,,
2026-04-09,52788,,,,,,,,,449,20,469,1838006,,242269,,13397,,,,,,,,
2026-04-10,52788,,,,,,,,,542,20,562,1632200,,225772,,14629,,,,,,,,
2026-04-11,52788,,,,,,,,,459,20,479,836526,,193397,,8254,,,,,,,,
2026-04-12,52788,,,,,,,,,549,20,569,882514,,175850,,9498,,,,,,,,
2026-04-13,52788,,,,,,,,,472,20,492,1763862,,249257,,14714,,,,,,,,
2026-04-14,52788,,,,,,,,,476,20,496,1839153,,233284,,16612,,,,,,,,
2026-04-15,52788,,,,,,,,,406,20,426,1830581,,256841,,16022,,,,,,,,
2026-04-16,52788,,,,,,,,,505,20,525,1811107,,252719,,16255,,,,,,,,
2026-04-17,52788,,,,,,,,,418,20,438,1719457,,249840,,16674,,,,,,,,
2026-04-18,52788,,,,,,,,,488,20,508,947876,,207227,,9341,,,,,,,,
2026-04-19,52788,,,,,,,,,440,20,460,917497,,199288,,10353,,,,,,,,
2026-04-20,52788,,,,,,,,,490,20,510,1847581,,273742,,15639,,,,,,,,
2026-04-21,52788,,,,,,,,,479,20,499,1924240,,293422,,18872,,,,,,,,
2026-04-22,52788,,,,,,,,,550,20,570,1956573,,289691,,20204,,,,,,,,
2026-04-23,52788,,,,,,,,,477,20,497,1931435,,263353,,22153,,,,,,,,
2026-04-24,52788,,,,,,,,,508,20,528,1772425,,251389,,24224,,,,,,,,
2026-04-25,52788,,,,,,,,,475,20,495,924902,,250181,,19439,,,,,,,,
2026-04-26,52788,,,,,,,,,506,20,526,989693,,217403,,18999,,,,,,,,
2026-04-27,52788,,,,,,,,,424,20,444,1842730,,243355,,22435,,,,,,,,
2026-04-28,52788,,,,,,,,,489,20,509,1976168,,261303,,26534,,,,,,,,
2026-04-29,52788,,,,,,,,,410,20,430,1927955,,259572,,29846,,,,,,,,
2026-04-30,52788,,,,,,,,,558,20,578,1873847,,245320,,28024,,,,,,,,
2026-05-01,58847,,,,,,,,,420,20,440,1437874,,289409,,26785,,,,,,,,
2026-05-02,58847,,,,,,,,,493,20,513,979002,,246489,,22802,,,,,,,,
2026-05-03,58847,,,,,,,,,406,20,426,946417,,243316,,26760,,,,,,,,
2026-05-04,58847,,,,,,,,,488,20,508,1753171,,279195,,28311,,,,,,,,
2026-05-05,58847,,,,,,,,,411,20,431,1962949,,287153,,30397,,,,,,,,
2026-05-06,58847,,,,,,,,,493,20,513,1972621,,318362,,33409,,,,,,,,
2026-05-07,58847,,,,,,,,,414,20,434,2042012,,303021,,32385,,,,,,,,
2026-05-08,58847,,,,,,,,,490,20,510,1797791,,302385,,33076,,,,,,,,
2026-05-09,58847,,,,,,,,,405,20,425,1134111,,270820,,26249,,,,,,,,
2026-05-10,58847,,,,,,,,,477,20,497,971995,,275039,,23607,,,,,,,,
2026-05-11,58847,,,,,,,,,403,20,423,2006316,,456576,,32634,,,,,,,,
2026-05-12,58847,,,,,,,,,532,20,552,2210200,,566301,,31857,,,,,,,,
2026-05-13,58847,,,,,,,,,404,20,424,2106091,,475663,,33161,,,,,,,,
2026-05-14,58847,,,,,,,,,533,20,553,2029438,,527246,,31150,,,,,,,,
2026-05-15,58847,,,,,,,,,451,20,471,1917919,,617028,,34827,,,,,,,,
2026-05-16,58847,,,,,,,,,332,0,332,1151787,,625240,,28643,,,,,,,,
2026-05-17,58847,,,,,,,,,335,0,335,1179146,,628330,,27987,,,,,,,,
2026-05-18,58847,,,,,,,,,481,20,501,2138134,,595761,,33374,,,,,,,,
2026-05-19,58847,,,,,,,,,439,20,459,2288733,,528134,,45956,,,,,,,,
2026-05-20,58847,,,,,,,,,505,20,525,2323518,,496590,,36411,,,,,,,,
2026-05-21,58847,,,,,,,,,418,20,438,2396382,,723175,,42965,,,,,,,,
2026-05-22,58847,,,,,,,,,465,20,485,2188879,,614584,,40785,,,,,,,,
2026-05-23,58847,,,,,,,,,425,20,445,1259606,,494346,,32664,,,,,,,,
2026-05-24,58847,,,,,,,,,494,20,514,1311321,,462039,,33121,,,,,,,,
2026-05-25,58847,,,,,,,,,410,20,430,1791221,,699012,,39178,,,,,,,,
2026-05-26,58847,,,,,,,,,509,20,529,2164900,,627333,,39672,,,,,,,,
2026-05-27,58847,,,,,,,,,421,20,441,2336701,,575649,,41256,,,,,,,,
2026-05-28,58847,,,,,,,,,458,20,478,2316098,,605896,,41367,,,,,,,,
2026-05-29,58847,,,,,,,,,374,20,394,2157379,,463187,,40834,,,,,,,,
2026-05-30,58847,,,,,,,,,481,20,501,1305548,,469619,,32862,,,,,,,,
2026-05-31,58847,,,,,,,,,365,20,385,1179559,,383152,,37224,,,,,,,,
2026-06-01,64689,,,,,,,,,468,20,488,2196017,,519411,,44601,,,,,,,,
2026-06-02,64689,,,,,,,,,374,20,394,2486593,,347770,,41157,,,,,,,,
2026-06-03,64689,,,,,,,,,464,20,484,2433549,,332983,,38938,,,,,,,,
2026-06-04,64689,,,,,,,,,376,20,396,2395304,,399062,,38744,,,,,,,,
2026-06-05,64689,,,,,,,,,449,20,469,2198953,,436221,,41270,,,,,,,,
2026-06-06,64689,,,,,,,,,360,20,380,1238722,,375289,,35398,,,,,,,,
2026-06-07,64689,,,,,,,,,449,20,469,1238633,,330430,,36375,,,,,,,,
2026-06-08,64689,,,,,,,,,370,20,390,2323192,,434413,,43146,,,,,,,,
2026-06-09,64689,,,,,,,,,449,20,469,2331133,,354070,,48747,,,,,,,,
2026-06-10,64689,,,,,,,,,379,20,399,2417649,,368643,,48010,,,,,,,,
2026-06-11,64689,,,,,,,,,455,20,475,2585988,,366529,,49363,,,,,,,,
2026-06-12,64689,,,,,,,,,356,20,376,2254533,,428837,,49748,,,,,,,,
2026-06-13,64689,,,,,,,,,396,20,416,1308109,,336262,,39876,,,,,,,,
2026-06-14,64689,,,,,,,,,374,20,394,1407339,,391304,,44779,,,,,,,,
2026-06-15,64689,,,,,,,,,447,20,467,2439197,,394251,,49433,,,,,,,,
2026-06-16,64689,,,,,,,,,307,20,327,2615498,,454234,,52231,,,,,,,,
2026-06-17,64689,,,,,,,,,504,20,524,2585097,,505965,,52935,,,,,,,,
2026-06-18,64689,,,,,,,,,398,20,418,2416282,,386293,,53341,,,,,,,,
2026-06-19,64689,,,,,,,,,493,20,513,2175984,,399734,,53668,,,,,,,,
2026-06-20,64689,,,,,,,,,522,20,542,1518430,,416387,,46581,,,,,,,,
2026-06-21,64689,,,,,,,,,405,0,405,1376307,,322692,,44975,,,,,,,,
2026-06-22,64689,,,,,,,,,545,0,545,2613404,,408365,,47628,,,,,,,,
2026-06-23,64689,,,,,,,,,520,20,540,2714376,,455460,,44957,,,,,,,,
2026-06-24,64689,,,,,,,,,558,20,578,2516182,,417205,,47660,,,,,,,,
2026-06-25,64689,,,,,,,,,465,80,545,2440174,,438079,,43979,,,,,,,,
2026-06-26,64689,,,,,,,,,563,65,628,2258934,,470528,,43438,,,,,,,,
2026-06-27,64689,,,,,,,,,485,60,545,1231859,,318368,,37863,,,,,,,,
2026-06-28,64689,,,,,,,,,420,60,480,1225399,,351997,,39425,,,,,,,,
2026-06-29,64689,,,,,,,,,290,0,290,2337815,,444061,,42236,,,,,,,,
2026-06-30,64689,,,,,,,,,299,0,299,2499552,,332133,,42686,,,,,,,,
2026-07-01,71487,,,,,,,,,415,60,475,2501983,,355976,,47088,,,,,,,,
2026-07-02,71487,,,,,,,,,392,0,392,2533470,,324869,,43919,,,,,,,,
2026-07-03,71487,,,,,,,,,511,60,571,2010159,,320041,,42891,,,,,,,,
2026-07-04,71487,,,,,,,,,439,60,499,1228899,,272858,,41530,,,,,,,,
2026-07-05,71487,,,,,,,,,513,60,573,1266672,,253024,,41244,,,,,,,,
2026-07-06,71487,,,,,,,,,442,60,502,2299302,,343579,,48814,,,,,,,,
2026-07-07,71487,,,,,,,,,550,60,610,2574278,,353673,,49720,,,,,,,,
2026-07-08,71487,,,,,,,,,468,60,528,2676084,,424035,,48994,,,,,,,,
2026-07-09,71487,,,,,,,,,626,60,686,2540769,,360650,,48789,,,,,,,,
2026-07-10,71487,,,,,,,,,513,60,573,2517739,,351975,,50382,,,,,,,,
2026-07-11,71487,,,,,,,,,510,60,570,1532514,,349620,,50502,,,,,,,,
2026-07-12,71487,,,,,,,,,442,60,502,1645355,,307061,,51022,,,,,,,,
2026-07-13,71487,,,,,,,,,554,60,614,2888781,,398388,,53995,,,,,,,,
2026-07-14,71487,68083,2296668,70125904,276766,4350113,1749723,208896,2902625,554,60,614,3090310,37287,408035,,46226,,,,,,,,
2026-07-15,71487,68135,2296947,70306417,278949,4358995,1745451,208930,2902736,549,60,609,2861232,37333,341911,55549,47192,12129,,196500,7083,,,,
2026-07-16,71487,68273,2287795,69940381,280484,4368049,1731060,208992,2902896,547,60,607,2879418,37411,397682,55605,48411,12156,,196625,7138,,,,
2026-07-17,71487,68697,2288771,69937127,281007,4376961,1730646,209067,2903084,505,60,565,2712472,37489,392311,55676,50390,12175,9665,196761,7158,7989839,,,
2026-07-18,71487,68940,2225212,68209824,285154,4387161,1730808,209128,2903248,499,60,559,1576681,37537,264231,55716,45073,12198,9694,196886,7187,6334934,,,
2026-07-19,71487,69054,2224155,68195723,285576,4395037,1721040,209192,2903417,498,60,558,1580628,37587,280484,55761,46385,12219,12053,197003,7184,6555573,,,
2026-07-20,71487,69180,2225357,68254074,290670,4405615,1707954,209245,2903556,486,60,546,2672668,37661,410660,55828,53108,12238,13072,197132,7207,8414211,,,
2026-07-21,71487,69322,2223160,68221071,291031,4416918,1699253,209280,2903685,522,60,582,2862252,37734,416643,55878,50432,12272,14002,197293,7234,10251965,,,
2026-07-22,71487,69533,2205898,67752535,291456,4426658,1697578,209332,2903972,513,60,573,2764965,37833,452816,55948,52008,12301,16933,197426,7271,9958329,,,
2026-07-23,71487,69916,2203241,67692076,292733,4436651,1679249,209392,2904166,616,60,676,2838190,37913,515771,55998,53812,12329,19113,197578,7316,8312923,,,
2026-07-24,71487,70260,2202522,67714564,293155,4446770,1666405,209444,2904390,528,60,588,2415707,38009,344023,56062,55044,12357,15167,197725,7330,7370557,,,
2026-07-25,71487,70597,2199896,67687516,293527,4454729,1656772,209500,2904642,552,60,612,1273356,38095,309599,56103,48107,12383,19467,197876,7345,6244059,,,
2026-07-26,71487,70711,2202176,67780338,294455,4464735,1657042,209541,2904775,472,60,532,1485210,38157,358594,56134,49303,12396,0,198038,7385,7082160,,,
2026-07-27,71487,71057,2199344,67761094,300240,4476177,1649905,209580,2904909,525,60,585,2619516,38238,345358,56208,44418,12432,13432,198180,7401,8591973,,,
2026-07-28,71487,71275,2197599,67760103,303052,4487875,1639980,209657,2905146,505,60,565,2645970,38312,457325,56261,52813,12455,12511,198336,7438,9205189,4748719,184071935,21952297
2026-07-29,71487,71376,2196586,67757848,305171,4496667,1636291,209671,2905246,431,60,491,2869670,38362,760980,56286,54107,12472,11672,198437,7458,9076982,4763622,185550194,22022725
2026-07-30,71487,71775,2194395,67756576,311116,4515989,1636697,209706,2905360,474,60,534,2690582,38490,738878,56368,53771,12498,14317,198649,7492,9491694,5046250,197188651,23190924
2026-07-31,71487,71944,2194545,67797417,316677,4530917,1638670,209732,2905465,424,60,484,2589762,38555,747958,56420,54505,12512,18082,198808,7499,10061117,5304140,207383178,24063948
2026-08-01,74950,72099,2192411,67788884,317011,4541689,1640877,209762,2905576,569,60,629,1535400,38603,786871,56449,48876,12527,11050,198908,7569,8621815,5533745,216292847,24897522
2026-08-02,74950,72162,2192306,67818737,319318,4551651,1642236,209801,2905688,336,60,396,1458198,38654,662959,56490,43744,12540,10911,199014,7579,8961110,5734027,225037528,25762692
2026-08-03,74950,72361,2140273,66417513,322288,4563233,1642503,209832,2905803,578,60,638,2624423,38749,786396,56550,50307,12562,13977,199151,7607,10387261,5901195,234874214,26675947
2026-08-04,74950,72478,2139753,66430240,325353,4574119,1643951,209865,2905929,499,60,559,2875984,38834,773135,56595,53521,12588,14947,199286,7631,11601727,6069888,245679416,27505386
2026-08-05,74950,72779,2139591,66463068,329368,4582321,1634937,209914,2906062,560,60,620,2744324,38937,766150,56644,57191,12605,19116,199395,7660,13252713,6248148,257020521,28365233
2026-08-06,74950,72946,2138886,66471821,329749,4591741,1631823,209943,2906188,481,60,541,2230644,39019,787886,56688,55533,12629,25406,199525,7701,14253392,6446988,271279939,29227198
2026-08-07,74950,73067,2138680,66526181,330096,4599337,1628436,209991,2906312,573,60,633,2783128,39085,868705,56724,52926,12648,22551,199657,7641,12190925,6687641,284501249,30025979
